Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg
2016 06 02 3,7,6,6.5,9,8,8.5,6.0,5,5.5,7.0,6,6.5,5.0,6.0,5.5,7.0,4.0,5.5
2016 06 02 4,7,7,7.0,2,3,2.5,7.0,6,6.5,4.0,4,4.0,6.0,6.0,6.0,3.0,3.0,3.0
2016 06 02 5,6,7,6.5,8,7,7.5,3.0,5,4.0,10.0,7,8.5,4.0,4.0,4.0,7.0,6.0,6.5
2016 06 02 6,6,6,6.0,3,3,3.0,6.0,6,6.0,5.0,4,4.5,6.0,5.0,5.5,3.0,4.0,3.5
2016 06 02 7,6,7,6.5,7,7,7.0,6.0,5,5.5,9.0,6,7.5,5.0,6.0,5.5,7.0,6.0,6.5
2016 06 02 8,6,6,6.0,4,6,5.0,5.0,5,5.0,5.0,5,5.0,5.0,4.0,4.5,6.0,5.0,5.5
2016 06 02 9,7,7,7.0,4,3,3.5,5.0,5,5.0,6.0,6,6.0,5.0,5.0,5.0,6.0,4.0,5.0
2016 05 20 0,7,7,7.0,1,2,1.5,6.0,6,6.0,2.0,3,2.5,7.0,7.0,7.0,2.0,3.0,2.5
2016 05 20 1,6,6,6.0,4,6,5.0,10.0,8,9.0,2.0,3,2.5,7.0,7.0,7.0,4.0,3.0,3.5
2016 05 20 2,6,6,6.0,9,8,8.5,2.0,6,4.0,7.0,6,6.5,5.0,4.0,4.5,6.0,6.0,6.0
2016 05 20 3,5,6,5.5,5,5,5.0,5.0,5,5.0,7.0,5,6.0,5.0,5.0,5.0,7.0,6.0,6.5
2016 05 20 4,5,6,5.5,7,7,7.0,7.0,5,6.0,5.0,6,5.5,5.0,5.0,5.0,6.0,6.0,6.0
2016 05 20 5,7,6,6.5,1,3,2.0,8.0,6,7.0,2.0,3,2.5,8.0,6.0,7.0,3.0,3.0,3.0
2016 05 20 6,6,7,6.5,2,3,2.5,7.0,7,7.0,3.0,4,3.5,7.0,6.0,6.5,3.0,3.0,3.0
2016 05 20 7,7,7,7.0,4,3,3.5,9.0,6,7.5,4.0,4,4.0,6.0,7.0,6.5,4.0,4.0,4.0
2016 05 20 8,6,6,6.0,2,3,2.5,6.0,5,5.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2016 05 20 9,7,7,7.0,3,3,3.0,7.0,7,7.0,3.0,3,3.0,7.0,6.0,6.5,3.0,4.0,3.5
2016 05 17 0,7,6,6.5,4,4,4.0,4.0,2,3.0,4.0,4,4.0,6.0,7.0,6.5,3.0,3.0,3.0
2016 05 17 1,7,8,7.5,8,10,9.0,6.0,5,5.5,9.0,7,8.0,4.0,6.0,5.0,8.0,7.0,7.5
2016 05 17 2,7,7,7.0,10,8,9.0,6.0,4,5.0,10.0,7,8.5,5.0,6.0,5.5,6.0,7.0,6.5
2016 05 17 3,7,7,7.0,3,4,3.5,6.0,5,5.5,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0
2016 05 17 4,6,7,6.5,8,9,8.5,6.0,3,4.5,10.0,7,8.5,5.0,6.0,5.5,7.0,7.0,7.0
2016 05 17 5,6,7,6.5,7,7,7.0,5.0,5,5.0,6.0,5,5.5,5.0,6.0,5.5,6.0,6.0,6.0
2016 05 17 6,8,6,7.0,10,8,9.0,7.0,5,6.0,9.0,8,8.5,5.0,6.0,5.5,6.0,6.0,6.0
2016 05 17 7,7,6,6.5,7,7,7.0,2.0,2,2.0,8.0,6,7.0,5.0,5.0,5.0,5.0,6.0,5.5
2016 05 17 8,5,6,5.5,6,8,7.0,5.0,5,5.0,9.0,6,7.5,6.0,6.0,6.0,7.0,6.0,6.5
2016 05 17 9,6,7,6.5,3,3,3.0,6.0,7,6.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2016 05 12 0,7,7,7.0,2,3,2.5,7.0,7,7.0,3.0,3,3.0,7.0,6.0,6.5,3.0,4.0,3.5
2016 05 12 1,6,6,6.0,7,7,7.0,5.0,4,4.5,8.0,7,7.5,4.0,5.0,4.5,7.0,6.0,6.5
2016 05 12 2,7,7,7.0,1,3,2.0,9.0,7,8.0,1.0,2,1.5,8.0,7.0,7.5,3.0,3.0,3.0
2016 05 12 3,6,6,6.0,8,8,8.0,2.0,2,2.0,8.0,8,8.0,5.0,5.0,5.0,6.0,7.0,6.5
2016 05 12 4,7,7,7.0,7,7,7.0,7.0,7,7.0,8.0,6,7.0,6.0,6.0,6.0,6.0,6.0,6.0
2016 05 12 5,6,6,6.0,7,7,7.0,6.0,5,5.5,5.0,6,5.5,5.0,6.0,5.5,6.0,6.0,6.0
2016 05 12 6,6,7,6.5,6,7,6.5,5.0,6,5.5,8.0,5,6.5,7.0,7.0,7.0,7.0,6.0,6.5
2016 05 12 7,6,6,6.0,8,4,6.0,7.0,3,5.0,9.0,6,7.5,6.0,6.0,6.0,7.0,6.0,6.5
2016 05 12 8,6,6,6.0,8,8,8.0,5.0,5,5.0,7.0,6,6.5,5.0,6.0,5.5,6.0,6.0,6.0
2016 05 12 9,5,6,5.5,7,7,7.0,5.0,5,5.0,5.0,5,5.0,4.0,5.0,4.5,6.0,6.0,6.0
2016 05 09 0,6,6,6.0,7,8,7.5,5.0,3,4.0,7.0,6,6.5,6.0,5.0,5.5,6.0,6.0,6.0
2016 05 09 1,7,7,7.0,3,3,3.0,8.0,6,7.0,1.0,3,2.0,7.0,6.0,6.5,3.0,3.0,3.0
2016 05 09 2,7,7,7.0,2,3,2.5,7.0,5,6.0,7.0,5,6.0,7.0,5.0,6.0,4.0,5.0,4.5
2016 05 09 3,6,6,6.0,4,4,4.0,5.0,5,5.0,5.0,4,4.5,5.0,5.0,5.0,4.0,4.0,4.0
2016 05 09 4,7,6,6.5,8,7,7.5,4.0,5,4.5,8.0,7,7.5,4.0,5.0,4.5,7.0,6.0,6.5
2016 05 09 5,7,7,7.0,3,3,3.0,7.0,6,6.5,4.0,4,4.0,7.0,6.0,6.5,4.0,4.0,4.0
2016 05 09 6,6,7,6.5,6,6,6.0,7.0,1,4.0,4.0,7,5.5,4.0,4.0,4.0,4.0,5.0,4.5
2016 05 09 7,6,6,6.0,7,6,6.5,5.0,5,5.0,5.0,5,5.0,5.0,3.0,4.0,5.0,5.0,5.0
2016 05 09 8,6,6,6.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,6.0,6.0,6.0,4.0,5.0,4.5
2016 05 09 9,6,7,6.5,6,8,7.0,1.0,2,1.5,5.0,6,5.5,6.0,5.0,5.5,6.0,6.0,6.0
2016 05 04 0,6,7,6.5,8,9,8.5,4.0,4,4.0,9.0,7,8.0,6.0,6.0,6.0,6.0,6.0,6.0
2016 05 04 1,7,6,6.5,2,2,2.0,7.0,6,6.5,2.0,4,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2016 05 04 2,6,6,6.0,5,7,6.0,6.0,5,5.5,5.0,5,5.0,5.0,6.0,5.5,6.0,6.0,6.0
2016 05 04 3,6,6,6.0,8,8,8.0,8.0,5,6.5,10.0,7,8.5,6.0,5.0,5.5,7.0,6.0,6.5
2016 05 04 4,6,6,6.0,9,7,8.0,3.0,2,2.5,8.0,7,7.5,5.0,5.0,5.0,6.0,6.0,6.0
2016 05 04 5,7,7,7.0,3,3,3.0,7.0,6,6.5,3.0,4,3.5,8.0,7.0,7.5,3.0,4.0,3.5
2016 05 04 6,7,7,7.0,2,2,2.0,6.0,6,6.0,0.0,3,1.5,6.0,6.0,6.0,3.0,3.0,3.0
2016 05 04 7,7,7,7.0,4,3,3.5,8.0,6,7.0,3.0,3,3.0,6.0,6.0,6.0,3.0,4.0,3.5
2016 05 04 8,7,7,7.0,2,3,2.5,8.0,8,8.0,0.0,1,0.5,7.0,7.0,7.0,2.0,3.0,2.5
2016 05 04 9,7,7,7.0,3,3,3.0,6.0,6,6.0,4.0,4,4.0,7.0,6.0,6.5,4.0,3.0,3.5
2016 04 22 0,7,8,7.5,8,8,8.0,7.0,5,6.0,10.0,7,8.5,6.0,7.0,6.5,7.0,7.0,7.0
2016 04 22 1,6,6,6.0,9,7,8.0,7.0,4,5.5,7.0,8,7.5,5.0,7.0,6.0,7.0,6.0,6.5
2016 04 22 2,7,6,6.5,2,3,2.5,5.0,5,5.0,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0
2016 04 22 3,7,7,7.0,10,9,9.5,6.0,5,5.5,9.0,7,8.0,6.0,6.0,6.0,7.0,6.0,6.5
2016 04 22 4,5,6,5.5,7,7,7.0,5.0,3,4.0,8.0,7,7.5,4.0,5.0,4.5,7.0,6.0,6.5
2016 04 22 5,5,7,6.0,4,4,4.0,7.0,5,6.0,4.0,3,3.5,4.0,6.0,5.0,3.0,4.0,3.5
2016 04 22 6,6,6,6.0,6,7,6.5,6.0,5,5.5,9.0,2,5.5,7.0,7.0,7.0,7.0,4.0,5.5
2016 04 22 7,7,6,6.5,7,6,6.5,10.0,8,9.0,2.0,5,3.5,7.0,7.0,7.0,6.0,4.0,5.0
2016 04 22 8,7,7,7.0,2,3,2.5,7.0,5,6.0,2.0,3,2.5,6.0,7.0,6.5,3.0,3.0,3.0
2016 04 22 9,6,6,6.0,3,3,3.0,5.0,7,6.0,5.0,3,4.0,7.0,7.0,7.0,2.0,3.0,2.5
2016 04 19 0,7,7,7.0,2,3,2.5,6.0,6,6.0,4.0,3,3.5,6.0,7.0,6.5,3.0,3.0,3.0
2016 04 19 1,7,7,7.0,8,7,7.5,6.0,6,6.0,8.0,6,7.0,5.0,6.0,5.5,7.0,6.0,6.5
2016 04 19 2,6,6,6.0,8,8,8.0,8.0,5,6.5,5.0,7,6.0,6.0,6.0,6.0,7.0,7.0,7.0
2016 04 19 3,6,7,6.5,5,5,5.0,5.0,5,5.0,5.0,5,5.0,4.0,4.0,4.0,5.0,5.0,5.0
2016 04 19 4,6,6,6.0,3,2,2.5,7.0,6,6.5,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0
2016 04 19 5,5,5,5.0,5,5,5.0,5.0,5,5.0,5.0,6,5.5,3.0,4.0,3.5,5.0,5.0,5.0
2016 04 19 6,6,7,6.5,4,3,3.5,5.0,6,5.5,5.0,4,4.5,7.0,7.0,7.0,4.0,4.0,4.0
2016 04 19 7,7,7,7.0,3,7,5.0,8.0,6,7.0,1.0,5,3.0,7.0,7.0,7.0,3.0,3.0,3.0
2016 04 19 8,5,6,5.5,4,6,5.0,6.0,6,6.0,6.0,7,6.5,6.0,5.0,5.5,4.0,4.0,4.0
2016 04 19 9,6,6,6.0,6,7,6.5,5.0,5,5.0,5.0,6,5.5,4.0,5.0,4.5,6.0,6.0,6.0
2016 04 14 0,7,7,7.0,4,4,4.0,6.0,6,6.0,5.0,6,5.5,6.0,5.0,5.5,4.0,5.0,4.5
2016 04 14 1,7,7,7.0,4,3,3.5,8.0,6,7.0,5.0,4,4.5,7.0,7.0,7.0,4.0,4.0,4.0
2016 04 14 2,6,7,6.5,3,3,3.0,6.0,7,6.5,2.0,1,1.5,7.0,7.0,7.0,3.0,3.0,3.0
2016 04 14 3,7,6,6.5,2,2,2.0,5.0,6,5.5,3.0,3,3.0,7.0,6.0,6.5,4.0,3.0,3.5
2016 04 14 4,6,7,6.5,1,2,1.5,6.0,6,6.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2016 04 14 5,7,7,7.0,3,3,3.0,8.0,6,7.0,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0
2016 04 14 6,6,8,7.0,3,3,3.0,7.0,5,6.0,4.0,4,4.0,6.0,8.0,7.0,4.0,4.0,4.0
2016 04 14 7,6,6,6.0,4,4,4.0,5.0,5,5.0,5.0,5,5.0,5.0,6.0,5.5,6.0,4.0,5.0
2016 04 14 8,6,6,6.0,4,3,3.5,5.0,6,5.5,5.0,5,5.0,6.0,6.0,6.0,4.0,4.0,4.0
2016 04 14 9,7,7,7.0,3,4,3.5,7.0,7,7.0,3.0,3,3.0,6.0,6.0,6.0,3.0,4.0,3.5
2016 04 11 0,6,6,6.0,4,4,4.0,7.0,6,6.5,7.0,4,5.5,6.0,5.0,5.5,7.0,6.0,6.5
2016 04 11 1,7,7,7.0,6,7,6.5,5.0,5,5.0,8.0,5,6.5,5.0,4.0,4.5,5.0,7.0,6.0
2016 04 11 2,8,7,7.5,2,3,2.5,8.0,6,7.0,5.0,2,3.5,6.0,7.0,6.5,2.0,3.0,2.5
